filename,width,height,class,xmin,ymin,xmax,ymax
burger_1_img_15.jpg,1920,1080,bun,629,407,869,651
burger_1_img_15.jpg,1920,1080,lettuce,923,347,1191,603
burger_1_img_29.jpg,1920,1080,ketchup,635,413,881,659
burger_1_img_29.jpg,1920,1080,beef_patty,923,337,1205,607
burger_1_img_2.jpg,1920,1080,bun,989,349,1231,581
burger_4_img_10.jpg,1920,1080,mayonaise,664,310,956,604
burger_4_img_10.jpg,1920,1080,ketchup,1150,285,1459,574
burger_4_img_11.jpg,1920,1080,mayonaise,664,310,956,604
burger_4_img_11.jpg,1920,1080,ketchup,1150,285,1459,574
burger_1_img_3.jpg,1920,1080,bun,623,371,871,619
burger_1_img_3.jpg,1920,1080,bun,979,365,1231,615
burger_1_img_28.jpg,1920,1080,ketchup,633,409,881,659
burger_1_img_28.jpg,1920,1080,beef_patty,925,345,1199,605
burger_1_img_14.jpg,1920,1080,bun,625,409,871,647
burger_1_img_14.jpg,1920,1080,lettuce,923,357,1167,603
burger_2_img_18.jpg,1920,1080,cheese,513,367,759,617
burger_2_img_18.jpg,1920,1080,tomatoes,811,349,1037,589
burger_2_img_9.jpg,1920,1080,mustard,513,359,739,593
burger_2_img_9.jpg,1920,1080,tomatoes,811,365,1063,587
burger_1_img_16.jpg,1920,1080,bun,627,409,871,651
burger_1_img_16.jpg,1920,1080,lettuce,919,335,1201,605
burger_1_img_1.jpg,1920,1080,bun,1003,331,1245,573
burger_4_img_13.jpg,1920,1080,mustard,676,308,968,602
burger_4_img_13.jpg,1920,1080,ketchup,1150,285,1459,574
burger_4_img_12.jpg,1920,1080,mustard,664,310,956,604
burger_4_img_12.jpg,1920,1080,ketchup,1150,285,1459,574
burger_1_img_17.jpg,1920,1080,ketchup,619,403,869,653
burger_1_img_17.jpg,1920,1080,lettuce,925,349,1203,597
burger_2_img_8.jpg,1920,1080,mustard,513,357,757,595
burger_2_img_8.jpg,1920,1080,tomatoes,807,315,1061,591
burger_2_img_19.jpg,1920,1080,bun_top,809,311,1073,591
burger_1_img_13.jpg,1920,1080,bun,627,405,869,651
burger_1_img_13.jpg,1920,1080,lettuce,923,367,1167,643
burger_1_img_4.jpg,1920,1080,bun,629,407,869,647
burger_1_img_4.jpg,1920,1080,bun,979,367,1229,615
burger_4_img_16.jpg,1920,1080,lettuce,676,308,968,602
burger_4_img_16.jpg,1920,1080,ketchup,1150,285,1459,574
burger_4_img_17.jpg,1920,1080,lettuce,676,291,975,602
burger_4_img_17.jpg,1920,1080,ketchup,1145,299,1450,597
burger_1_img_5.jpg,1920,1080,bun,625,409,871,645
burger_1_img_5.jpg,1920,1080,mayonaise,985,363,1233,613
burger_1_img_12.jpg,1920,1080,bun,625,413,867,649
burger_1_img_12.jpg,1920,1080,lettuce,923,369,1167,645
burger_2_img_20.jpg,1920,1080,bun_top,809,337,1077,591
burger_1_img_38.jpg,1920,1080,mustard,635,417,873,669
burger_1_img_38.jpg,1920,1080,cheese,883,343,1189,619
burger_1_img_10.jpg,1920,1080,bun,627,407,869,645
burger_1_img_10.jpg,1920,1080,tomatoes,925,367,1167,603
burger_1_img_7.jpg,1920,1080,bun,625,409,871,651
burger_1_img_7.jpg,1920,1080,mayonaise,965,363,1207,613
burger_4_img_8.jpg,1920,1080,mayonaise,664,310,956,604
burger_4_img_8.jpg,1920,1080,ketchup,1150,285,1459,574
burger_4_img_29.jpg,1920,1080,bun_top,1050,201,1384,528
burger_4_img_15.jpg,1920,1080,mustard,676,308,968,602
burger_4_img_15.jpg,1920,1080,ketchup,1150,285,1459,574
burger_4_img_14.jpg,1920,1080,mustard,676,308,968,602
burger_4_img_14.jpg,1920,1080,ketchup,1150,285,1459,574
burger_4_img_28.jpg,1920,1080,lettuce,676,291,975,602
burger_4_img_28.jpg,1920,1080,beef_patty,1146,293,1451,591
burger_4_img_9.jpg,1920,1080,mayonaise,664,310,956,604
burger_4_img_9.jpg,1920,1080,ketchup,1150,285,1459,574
burger_1_img_6.jpg,1920,1080,bun,623,407,873,651
burger_1_img_6.jpg,1920,1080,mayonaise,987,361,1239,609
burger_1_img_11.jpg,1920,1080,bun,625,411,869,647
burger_1_img_11.jpg,1920,1080,lettuce,927,369,1167,613
burger_1_img_39.jpg,1920,1080,mustard,629,419,877,665
burger_1_img_39.jpg,1920,1080,cheese,907,355,1177,655
burger_3_img_14.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_14.jpg,1920,1080,ketchup,1042,291,1342,581
burger_3_img_15.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_15.jpg,1920,1080,mustard,1042,291,1342,581
burger_3_img_17.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_17.jpg,1920,1080,mustard,1032,297,1327,600
burger_3_img_9.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_9.jpg,1920,1080,bun,1146,308,1436,620
burger_3_img_8.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_8.jpg,1920,1080,bun,1146,308,1436,620
burger_3_img_16.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_16.jpg,1920,1080,mustard,1042,291,1342,581
burger_3_img_12.jpg,1920,1080,mayonaise,615,322,896,618
burger_3_img_12.jpg,1920,1080,ketchup,1109,287,1400,593
burger_3_img_13.jpg,1920,1080,mayonaise,615,322,896,618
